,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Awards
0,1.0,Pete Maravich,29.0,NOJ,SG,73.0,,41.7,12.1,28.0,0.433,6.9,8.2,0.835,1.2,3.9,5.1,5.4,1.2,0.3,2.6,31.1,"MVP-3,AS,NBA1"
1,2.0,Billy Knight,24.0,IND,SF,78.0,77.0,40.0,10.7,21.6,0.493,5.3,6.5,0.816,2.9,4.6,7.5,3.3,1.5,0.2,2.5,26.6,AS
2,3.0,Kareem Abdul-Jabbar,29.0,LAL,C,82.0,82.0,36.8,10.8,18.7,0.579,4.6,6.5,0.701,3.2,10.0,13.3,3.9,1.2,3.2,3.2,26.2,"MVP-1,AS,NBA1,DEF2"
3,4.0,David Thompson,22.0,DEN,SG,82.0,82.0,36.6,10.0,19.8,0.507,5.8,7.6,0.766,1.7,2.4,4.1,4.1,1.4,0.6,2.9,25.9,"MVP-7,AS,NBA1"
4,5.0,Bob McAdoo,25.0,2TM,C,72.0,,38.9,10.3,20.1,0.512,5.3,7.2,0.738,2.8,10.1,12.9,2.8,1.1,1.4,3.6,25.8,AS
5,5.0,Bob McAdoo,25.0,BUF,C,20.0,,38.4,9.1,20.0,0.455,5.5,7.9,0.696,3.3,9.9,13.2,3.3,0.8,1.7,3.7,23.7,
6,5.0,Bob McAdoo,25.0,NYK,C,52.0,,39.1,10.7,20.1,0.534,5.2,6.9,0.757,2.6,10.2,12.7,2.7,1.2,1.3,3.6,26.7,
7,6.0,Bob Lanier,28.0,DET,C,64.0,,38.2,10.6,19.8,0.534,4.1,5.0,0.818,3.1,8.5,11.6,3.3,1.1,2.0,2.7,25.3,"MVP-4,AS"
8,7.0,John Drew,22.0,ATL,SF,74.0,,36.3,9.3,19.1,0.487,5.6,7.8,0.714,3.8,5.3,9.1,1.8,1.4,0.4,3.7,24.2,
9,8.0,Elvin Hayes,31.0,WSB,PF,82.0,,41.0,9.3,18.5,0.501,5.1,7.5,0.687,3.5,9.0,12.5,1.9,1.1,2.7,3.8,23.7,"MVP-7,AS,NBA1"
10,9.0,George Gervin,24.0,SAS,SF,82.0,82.0,33.0,8.9,16.3,0.544,5.4,6.5,0.833,1.6,3.9,5.5,2.9,1.3,1.3,3.5,23.1,"MVP-11,AS,NBA2"
11,10.0,Dan Issel,28.0,DEN,C,79.0,,31.7,8.4,16.2,0.515,5.6,7.1,0.797,2.7,6.1,8.8,2.2,1.2,0.4,3.1,22.3,AS
12,11.0,Ron Boone,30.0,KCK,SG,82.0,82.0,36.8,9.1,19.2,0.474,4.0,4.7,0.844,1.6,2.4,3.9,4.1,1.5,0.2,3.1,22.2,
13,12.0,Larry Kenon,24.0,SAS,PF,78.0,,37.6,9.1,18.4,0.492,3.8,4.6,0.823,3.6,7.7,11.3,2.9,2.1,0.8,2.4,21.9,
14,13.0,Rick Barry,32.0,GSW,SF,79.0,,36.8,8.6,19.6,0.44,4.5,5.0,0.916,0.9,4.4,5.3,6.0,2.2,0.7,2.5,21.8,AS
15,14.0,Julius Erving,26.0,PHI,SF,82.0,77.0,35.9,8.4,16.7,0.499,4.9,6.3,0.777,2.3,6.1,8.5,3.7,1.9,1.4,3.1,21.6,"MVP-5,AS,NBA2"
16,15.0,Rudy Tomjanovich,28.0,HOU,PF,81.0,,38.6,9.0,17.7,0.51,3.5,4.2,0.839,2.1,6.3,8.4,2.1,0.7,0.3,2.4,21.6,AS
17,16.0,George McGinnis,26.0,PHI,PF,79.0,78.0,35.1,8.3,18.2,0.458,4.7,6.9,0.681,4.1,7.4,11.5,3.8,2.1,0.5,3.8,21.4,"MVP-11,AS,NBA2"
18,17.0,Paul Westphal,26.0,PHO,PG,81.0,,32.1,8.4,16.3,0.518,4.5,5.4,0.825,0.7,1.6,2.3,5.7,1.7,0.3,2.1,21.3,"AS,NBA1"
19,18.0,Bob Dandridge,29.0,MIL,SF,70.0,,35.7,8.4,17.9,0.467,4.0,5.2,0.771,2.1,4.2,6.3,3.8,1.4,0.4,3.2,20.8,
20,19.0,John Williamson,25.0,2TM,SG,72.0,28.0,34.5,8.6,18.7,0.459,3.6,4.6,0.787,0.6,2.1,2.7,2.8,1.5,0.2,3.4,20.8,
21,19.0,John Williamson,25.0,NYN,SG,42.0,,34.0,8.5,19.1,0.445,3.8,4.9,0.789,0.6,2.3,2.8,2.1,1.4,0.1,3.4,20.8,
22,19.0,John Williamson,25.0,IND,SG,30.0,28.0,35.2,8.7,18.1,0.48,3.3,4.2,0.784,0.6,1.9,2.5,3.7,1.6,0.2,3.4,20.7,
23,20.0,Randy Smith,28.0,BUF,SG,82.0,,37.7,8.6,18.3,0.467,3.6,4.7,0.762,1.6,3.9,5.6,5.4,2.1,0.1,3.2,20.7,
24,21.0,Tiny Archibald,28.0,NYN,PG,34.0,,37.6,7.4,16.5,0.446,5.8,7.4,0.785,0.6,1.7,2.4,7.5,1.7,0.3,2.3,20.5,
25,22.0,Adrian Dantley,21.0,BUF,SF,77.0,,36.6,7.1,13.6,0.52,6.2,7.6,0.818,3.3,4.4,7.6,1.9,1.2,0.2,2.8,20.3,ROY-1
26,23.0,Phil Chenier,26.0,WSB,SG,78.0,,36.4,8.4,18.9,0.444,3.5,4.1,0.841,0.7,3.1,3.8,3.8,1.5,0.5,2.1,20.2,AS
27,24.0,Maurice Lucas,24.0,POR,PF,79.0,,36.2,8.0,17.2,0.466,4.2,5.5,0.765,3.4,7.9,11.4,2.9,1.1,0.7,3.7,20.2,"MVP-9,AS"
28,25.0,Earl Monroe,32.0,NYK,SG,77.0,,34.5,8.0,15.4,0.517,4.0,4.8,0.839,0.6,2.3,2.9,4.8,1.2,0.3,2.6,19.9,AS
29,26.0,Jo Jo White,30.0,BOS,PG,82.0,82.0,40.6,7.8,18.1,0.429,4.1,4.7,0.869,1.1,3.6,4.7,6.0,1.4,0.3,2.4,19.6,"MVP-11,AS,NBA2"
30,27.0,Bubbles Hawkins,22.0,NYN,SG,52.0,,28.5,7.8,17.5,0.447,3.7,5.4,0.688,1.3,1.7,3.0,1.8,1.5,0.5,3.1,19.3,
31,28.0,Brian Winters,24.0,MIL,SG,78.0,,34.8,8.4,16.8,0.498,2.6,3.1,0.847,0.8,2.1,3.0,4.3,1.5,0.4,2.9,19.3,
32,29.0,Truck Robinson,25.0,2TM,PF,77.0,,36.1,7.5,15.6,0.478,4.1,5.6,0.73,3.3,7.5,10.8,1.8,0.9,0.5,3.3,19.0,
33,29.0,Truck Robinson,25.0,WSB,PF,41.0,,32.4,6.4,13.5,0.478,3.1,4.6,0.677,2.9,6.0,8.9,1.1,0.7,0.4,3.0,16.0,
34,29.0,Truck Robinson,25.0,ATL,PF,36.0,,40.3,8.6,18.0,0.478,5.2,6.7,0.772,3.7,9.1,12.8,2.7,1.1,0.6,3.6,22.4,
35,30.0,Phil Smith,24.0,GSW,SG,82.0,82.0,35.1,7.7,16.1,0.479,3.6,4.6,0.785,1.2,2.8,4.0,4.0,1.2,0.4,2.8,19.0,AS
36,31.0,Artis Gilmore,27.0,CHI,C,82.0,82.0,35.1,7.0,13.3,0.522,4.7,7.1,0.66,3.8,9.2,13.0,2.4,0.5,2.5,3.2,18.6,MVP-10
37,32.0,Bill Walton,24.0,POR,C,65.0,,34.8,7.6,14.3,0.528,3.5,5.0,0.697,3.2,11.1,14.4,3.8,1.0,3.2,2.7,18.6,"MVP-2,AS,NBA2,DEF1"
38,33.0,Doug Collins,25.0,PHI,SG,58.0,47.0,35.1,7.3,14.2,0.518,3.6,4.3,0.84,1.1,2.3,3.4,4.7,1.2,0.3,3.0,18.3,AS
39,34.0,Charlie Scott,28.0,BOS,SG,43.0,,36.8,7.6,17.1,0.444,3.0,4.0,0.746,1.2,3.2,4.4,4.6,1.4,0.3,3.6,18.2,
40,35.0,Alvan Adams,22.0,PHO,C,72.0,,31.6,7.3,15.3,0.474,3.5,4.6,0.754,2.5,6.6,9.1,4.5,1.3,1.2,3.6,18.0,
41,36.0,Calvin Murphy,28.0,HOU,PG,82.0,,33.7,7.3,14.8,0.49,3.3,3.7,0.886,0.7,1.4,2.1,4.7,1.8,0.1,3.4,17.9,
42,37.0,John Havlicek,36.0,BOS,SF,79.0,,36.9,7.3,16.2,0.452,3.0,3.6,0.816,1.4,3.5,4.8,5.1,1.1,0.2,2.6,17.7,AS
43,38.0,Jamaal Wilkes,23.0,GSW,PF,76.0,,33.9,7.2,15.1,0.478,3.3,4.1,0.797,2.0,5.6,7.6,2.8,1.7,0.2,2.9,17.7,DEF2
44,39.0,Walt Frazier,31.0,NYK,PG,76.0,,35.4,7.0,14.3,0.489,3.4,4.4,0.771,0.7,3.2,3.9,5.3,1.7,0.1,2.6,17.4,
45,40.0,Mickey Johnson,24.0,CHI,PF,81.0,,35.1,6.6,14.9,0.446,4.0,5.0,0.796,3.7,6.6,10.2,2.4,1.3,0.8,3.9,17.3,
46,41.0,Fred Brown,28.0,SEA,SG,72.0,,29.1,7.4,15.5,0.479,2.3,2.6,0.884,0.9,2.3,3.2,2.4,1.7,0.3,1.9,17.2,
47,42.0,Brian Taylor,25.0,KCK,PG,72.0,,34.6,7.0,13.8,0.504,3.1,3.8,0.818,1.2,2.1,3.3,4.4,2.8,0.2,2.9,17.0,DEF2
48,43.0,Lou Hudson,32.0,ATL,SG,58.0,,30.1,7.1,15.6,0.456,2.4,2.9,0.84,0.8,1.4,2.2,2.7,1.2,0.3,2.8,16.7,
49,44.0,Spencer Haywood,27.0,NYK,PF,31.0,,32.9,6.5,14.5,0.45,3.5,4.2,0.832,2.5,6.5,9.0,1.6,0.5,0.9,2.3,16.5,
50,45.0,Campy Russell,25.0,CLE,SF,70.0,47.0,30.1,6.2,14.3,0.434,4.1,5.3,0.778,2.1,3.9,6.0,2.7,1.0,0.3,2.8,16.5,
51,46.0,Dave Cowens,28.0,BOS,C,50.0,,37.8,6.6,15.1,0.434,3.2,4.0,0.818,2.9,11.0,13.9,5.0,0.9,1.0,3.6,16.4,AS
52,47.0,Cazzie Russell,32.0,LAL,SF,82.0,82.0,31.5,7.0,14.4,0.49,2.3,2.7,0.858,1.0,2.5,3.6,2.6,1.0,0.1,2.0,16.4,
53,48.0,World B. Free,23.0,PHI,SG,78.0,37.0,28.9,6.0,13.1,0.457,4.3,5.9,0.72,1.2,1.8,3.0,3.4,1.0,0.3,2.7,16.3,
54,49.0,Austin Carr,28.0,CLE,SG,82.0,67.0,29.4,6.8,14.9,0.457,2.6,3.3,0.795,1.5,1.5,2.9,2.7,0.7,0.1,2.7,16.2,
55,50.0,Billy Paultz,28.0,SAS,C,82.0,82.0,32.9,6.4,13.4,0.473,2.9,3.9,0.744,2.3,6.0,8.4,2.7,0.7,2.1,3.2,15.6,
56,51.0,Scott Wedman,24.0,KCK,SF,81.0,,33.9,6.4,14.0,0.46,2.5,3.0,0.855,2.3,3.9,6.2,2.8,1.2,0.3,2.8,15.4,
57,52.0,Bobby Jones,25.0,DEN,PF,82.0,82.0,29.5,6.1,10.7,0.57,2.9,4.0,0.717,2.1,6.1,8.3,3.2,2.3,2.0,2.9,15.1,"AS,DEF1"
58,53.0,John Shumate,24.0,BUF,PF,74.0,,35.1,5.5,10.9,0.502,4.1,6.1,0.671,2.2,7.3,9.5,2.1,1.2,1.1,2.7,15.1,
59,54.0,Sidney Wicks,27.0,BOS,PF,82.0,,32.2,5.7,12.3,0.458,3.8,5.7,0.668,3.3,6.8,10.0,2.1,0.8,0.7,4.0,15.1,
60,55.0,Wilbur Holland,25.0,CHI,SG,79.0,,31.1,6.4,14.2,0.454,2.0,2.4,0.823,1.0,2.2,3.2,3.2,2.1,0.2,2.5,14.9,
61,56.0,Lionel Hollins,23.0,POR,PG,76.0,,29.3,5.9,13.8,0.432,2.8,3.8,0.749,0.7,2.1,2.8,4.1,2.2,0.5,3.5,14.7,
62,57.0,Lucius Allen,29.0,LAL,PG,78.0,,31.8,6.1,13.3,0.456,2.5,3.2,0.774,0.7,2.5,3.2,5.2,1.5,0.2,2.3,14.6,
63,58.0,Scott May,22.0,CHI,SF,72.0,,32.9,6.0,13.3,0.451,2.6,3.2,0.828,2.0,4.1,6.1,2.0,1.1,0.2,2.6,14.6,
64,59.0,Bingo Smith,30.0,CLE,SF,81.0,32.0,26.4,6.3,14.2,0.446,1.8,2.2,0.818,1.1,2.8,3.9,1.9,0.8,0.4,2.6,14.5,
65,60.0,Junior Bridgeman,23.0,MIL,SF,82.0,,29.4,6.0,13.3,0.449,2.4,2.8,0.864,1.6,3.5,5.1,2.5,1.0,0.3,2.7,14.4,
66,61.0,Dan Roundfield,23.0,IND,PF,61.0,55.0,27.0,5.6,12.0,0.466,2.7,3.9,0.686,2.9,5.6,8.5,1.1,1.0,2.1,4.0,13.9,
67,62.0,Ricky Sobers,24.0,PHO,SG,79.0,,25.4,5.2,10.6,0.496,3.1,3.7,0.841,1.0,1.9,3.0,3.0,1.2,0.2,3.3,13.6,
68,63.0,M.L. Carr,26.0,DET,SF,82.0,,32.2,5.4,11.4,0.476,2.5,3.4,0.735,2.6,5.1,7.7,2.2,2.0,0.7,3.5,13.3,
69,64.0,Moses Malone,21.0,2TM,C,82.0,,30.6,4.7,9.9,0.48,3.7,5.4,0.693,5.3,7.7,13.1,1.1,0.8,2.2,3.4,13.2,MVP-6
70,64.0,Moses Malone,21.0,BUF,C,2.0,,3.0,0.0,0.0,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,
71,64.0,Moses Malone,21.0,HOU,C,80.0,,31.3,4.9,10.1,0.48,3.8,5.5,0.693,5.5,7.9,13.4,1.1,0.8,2.3,3.4,13.5,
72,65.0,Howard Porter,28.0,DET,PF,78.0,,28.2,6.0,12.3,0.483,1.3,1.5,0.858,2.0,3.9,5.9,0.7,0.6,0.9,2.6,13.2,
73,66.0,Wil Jones,29.0,IND,PF,80.0,74.0,33.9,5.5,12.7,0.43,2.1,2.8,0.744,2.7,4.8,7.6,2.4,1.3,1.0,3.8,13.0,
74,67.0,Swen Nater,27.0,MIL,C,72.0,,27.2,5.3,10.1,0.528,2.4,3.2,0.754,3.7,8.3,12.0,1.5,0.8,0.7,3.0,13.0,
75,68.0,Richard Washington,21.0,KCK,PF,82.0,,27.6,5.4,12.6,0.431,2.2,3.1,0.697,2.5,6.1,8.5,1.0,0.8,1.1,4.0,13.0,
76,69.0,Slick Watts,25.0,SEA,PG,79.0,,33.3,5.4,12.8,0.422,2.2,3.7,0.587,1.0,2.9,3.9,8.0,2.7,0.3,3.2,13.0,
77,70.0,Jim Chones,27.0,CLE,C,82.0,69.0,29.0,5.5,11.9,0.463,1.9,2.6,0.731,2.5,5.9,8.4,1.3,0.4,0.9,3.1,12.9,
78,71.0,Mike Newlin,28.0,HOU,SG,82.0,,25.8,4.7,10.4,0.455,3.3,3.7,0.885,0.6,1.8,2.5,3.9,0.7,0.0,2.8,12.7,
79,72.0,Gail Goodrich,33.0,NOJ,SG,27.0,,22.6,5.0,11.3,0.446,2.5,3.1,0.8,0.9,1.3,2.3,2.7,0.8,0.1,1.6,12.6,
80,73.0,Al Skinner,24.0,NYN,SG,79.0,,28.6,4.8,11.2,0.431,2.9,3.7,0.791,1.4,3.2,4.6,3.7,1.3,0.7,3.5,12.6,
81,74.0,Mike Bantom,25.0,2TM,SF,77.0,,24.8,4.7,9.8,0.478,2.9,4.0,0.723,2.4,3.7,6.1,1.3,0.8,0.6,3.0,12.3,
82,74.0,Mike Bantom,25.0,SEA,PF,44.0,,18.1,3.1,6.4,0.488,1.3,1.9,0.69,1.9,2.3,4.2,1.2,0.8,0.5,2.6,7.5,
83,74.0,Mike Bantom,25.0,NYN,SF,33.0,,33.8,6.8,14.4,0.473,5.0,6.8,0.735,3.1,5.6,8.6,1.5,0.8,0.8,3.6,18.6,
84,75.0,Chris Ford,28.0,DET,SG,82.0,82.0,31.0,5.3,11.2,0.476,1.6,2.1,0.771,1.2,2.1,3.3,4.1,2.2,0.3,2.3,12.3,
85,76.0,Nate Williams,26.0,NOJ,SF,79.0,,22.5,5.2,11.6,0.451,1.8,2.5,0.753,1.4,2.5,3.9,1.2,1.0,0.2,2.5,12.3,
86,77.0,Dave Robisch,27.0,IND,C,80.0,26.0,24.6,4.6,10.1,0.455,2.7,3.2,0.832,2.1,4.8,6.9,2.0,0.7,0.5,2.1,11.9,
87,78.0,Lonnie Shelton,21.0,NYK,PF,82.0,,25.7,4.9,10.2,0.476,1.9,2.7,0.707,2.7,5.0,7.7,1.8,1.5,1.2,4.4,11.6,
88,79.0,Nick Weatherspoon,26.0,2TM,SF,62.0,,26.7,5.0,11.1,0.449,1.5,2.3,0.632,1.9,5.0,6.9,0.9,0.8,0.5,2.7,11.5,
89,79.0,Nick Weatherspoon,26.0,WSB,SF,11.0,,13.8,2.5,6.9,0.355,0.5,0.7,0.625,1.0,1.2,2.2,0.2,0.3,0.5,1.7,5.4,
90,79.0,Nick Weatherspoon,26.0,SEA,SF,51.0,,29.5,5.5,12.0,0.461,1.7,2.7,0.632,2.1,5.8,7.9,1.0,1.0,0.5,2.9,12.8,
91,80.0,Allan Bristow,25.0,SAS,SF,82.0,,24.6,4.5,9.1,0.489,2.5,3.1,0.798,1.5,2.8,4.2,2.9,1.1,0.0,2.4,11.4,
92,81.0,Bob Gross,23.0,POR,SF,82.0,,27.2,4.6,8.7,0.529,2.2,2.6,0.851,2.1,2.7,4.8,3.0,1.3,0.7,3.1,11.4,
93,82.0,Tom Henderson,25.0,2TM,PG,87.0,,32.1,4.3,9.5,0.449,2.7,3.6,0.744,0.5,2.3,2.7,6.9,1.6,0.2,1.7,11.2,
94,82.0,Tom Henderson,25.0,ATL,PG,46.0,,34.1,4.3,9.8,0.433,2.7,3.7,0.75,0.4,2.3,2.7,8.4,1.7,0.2,1.6,11.3,
95,82.0,Tom Henderson,25.0,WSB,PG,41.0,,29.8,4.3,9.1,0.469,2.6,3.5,0.738,0.6,2.2,2.8,5.2,1.4,0.2,1.8,11.1,
96,83.0,Ken Charles,25.0,ATL,SG,82.0,,30.3,4.3,10.4,0.414,2.5,3.1,0.801,0.5,1.5,2.0,3.6,1.7,0.5,2.9,11.1,
97,84.0,John Lucas,23.0,HOU,SG,82.0,,30.9,4.7,9.9,0.477,1.6,2.1,0.789,0.7,2.0,2.7,5.6,1.5,0.2,2.1,11.1,ROY-2
98,85.0,Joe Meriweather,23.0,ATL,C,74.0,,27.9,4.3,8.2,0.526,2.5,3.4,0.714,2.9,5.1,8.1,1.1,0.6,1.1,4.4,11.1,
99,86.0,Bruce Seals,23.0,SEA,PF,81.0,,24.4,4.7,10.5,0.444,1.7,2.4,0.708,1.5,2.9,4.4,1.1,0.6,0.7,3.2,11.0,
100,87.0,Ralph Simpson,27.0,DET,SG,77.0,,20.7,4.6,10.8,0.427,1.8,2.5,0.708,0.6,1.7,2.4,2.3,0.9,0.1,1.3,11.0,
101,88.0,Aaron James,24.0,NOJ,SF,52.0,,20.4,4.6,9.3,0.49,1.7,2.2,0.781,1.1,2.5,3.6,1.1,0.4,0.1,2.4,10.9,
102,89.0,Ernie DiGregorio,26.0,BUF,PG,81.0,,28.0,4.5,10.8,0.417,1.7,1.8,0.945,0.6,1.6,2.3,4.7,0.7,0.0,1.9,10.7,
103,90.0,Darnell Hillman,27.0,IND,C,82.0,59.0,28.1,4.4,9.9,0.443,2.0,3.0,0.66,2.8,5.7,8.5,2.0,1.2,1.3,4.3,10.7,
104,91.0,Curtis Perry,28.0,PHO,PF,44.0,,31.6,4.1,9.4,0.432,2.5,3.2,0.789,3.4,5.6,9.0,1.8,1.1,0.6,3.7,10.7,
105,92.0,Dave Bing,33.0,WSB,SG,64.0,,23.7,4.2,9.3,0.454,2.1,2.8,0.773,0.8,1.4,2.2,4.3,1.0,0.1,2.3,10.6,
106,93.0,Rich Jones,30.0,NYN,SF,34.0,,25.8,3.9,10.2,0.385,2.7,3.6,0.76,1.4,4.3,5.7,1.4,1.1,0.3,3.2,10.6,
107,94.0,Sam Lacey,28.0,KCK,C,82.0,,31.6,4.0,9.4,0.422,2.6,3.4,0.762,2.3,6.6,9.0,4.7,1.5,1.6,3.6,10.6,
108,95.0,Jim McElroy,23.0,NOJ,PG,73.0,,27.8,4.1,8.8,0.47,2.3,3.0,0.779,0.8,1.8,2.5,3.6,0.8,0.1,1.6,10.6,
109,96.0,Steve Mix,29.0,PHI,SF,75.0,9.0,26.1,3.8,7.3,0.523,2.9,3.5,0.817,1.7,3.3,5.0,2.0,1.2,0.3,2.2,10.5,
110,97.0,Jim Cleamons,27.0,CLE,PG,60.0,60.0,34.1,4.3,9.9,0.434,1.9,2.5,0.757,1.7,2.9,4.6,5.1,1.1,0.4,2.1,10.4,
111,98.0,Mitch Kupchak,22.0,WSB,C,82.0,,18.5,4.2,7.3,0.572,2.1,3.0,0.691,2.2,3.8,6.0,0.8,0.3,0.4,2.5,10.4,
112,99.0,Mark Olberding,20.0,SAS,PF,82.0,,23.8,3.7,7.3,0.503,3.1,3.9,0.794,2.0,3.5,5.5,1.5,0.7,0.4,3.4,10.4,
113,100.0,Mike Gale,26.0,SAS,SG,82.0,,31.7,4.3,9.2,0.468,1.7,2.0,0.82,0.7,2.7,3.3,5.8,2.3,0.6,2.7,10.3,
114,101.0,Bill Robinzine,24.0,KCK,PF,75.0,,21.3,4.1,9.0,0.453,2.1,2.9,0.736,2.2,4.1,6.3,1.3,1.1,0.2,3.8,10.3,
115,102.0,Larry Steele,27.0,POR,SG,81.0,,20.7,4.0,8.0,0.5,2.3,2.8,0.806,0.9,1.4,2.3,2.1,1.5,0.2,2.7,10.3,
116,103.0,Dave Twardzik,26.0,POR,PG,74.0,,26.2,3.6,5.8,0.612,3.2,3.8,0.842,1.0,1.7,2.7,3.3,1.7,0.2,3.1,10.3,
117,104.0,Henry Bibby,27.0,PHI,PG,81.0,80.0,32.6,3.7,8.7,0.43,2.7,3.5,0.784,1.1,2.3,3.4,4.4,1.3,0.1,2.5,10.2,
118,105.0,Ron Lee,24.0,PHO,PG,82.0,,22.5,4.2,9.6,0.441,1.7,2.6,0.676,1.2,2.4,3.6,3.2,1.9,0.4,3.4,10.2,
119,106.0,Eric Money,21.0,DET,PG,73.0,,21.7,4.5,8.6,0.521,1.2,1.6,0.789,0.6,1.1,1.7,3.3,1.2,0.2,2.7,10.2,
